text,intent,query_json
¿cuál es la evolución de emergencias esta semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
El velocidad de respuesta de los establecimientos del mes pasado?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""semana"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
¿qué asignaciones no clasificados el último trimestre hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""asignacion"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_trimestre"", ""limit"": 10, ""visualization"": ""table""}"
¿cuáles son los 25 técnicos con mejor cuántos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Dame el ranking de emergencias por calificación promedio?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Dame el conteo de talleres en el último trimestre?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""kpi_card""}"
Mapa de talleres?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""map""}"
Gráfica de tendencia de incidentes no urgentes esta semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_llegada"", ""group_by"": ""time"", ""filters"": {""prioridad"": ""BAJA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
¿cuántos cobros la última semana ?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""kpi_card""}"
Mapa de emergencias zona central?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
¿cuántos técnicos registraron hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""este""}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
¿qué cuánto se ha pagado se registra cada hora en los últimos 3 meses?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""sum_monto"", ""group_by"": ""hora"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
¿qué causó el cambio en tiempo medio de asignación este día?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""text""}"
¿qué factores influyen en el calificación media de los incidentes?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""text""}"
¿cómo se comportó el tiempo promedio de respuesta del último año?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
Gráfico de líneas de asignaciones el día de hoy?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""total_ingresos"", ""group_by"": ""time"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""hoy"", ""visualization"": ""line""}"
Necesito ver los talleres del último trimestre?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""limit"": 10, ""visualization"": ""table""}"
Dame el ranking de talleres por rating promedio?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Dime el cantidad de los incidentes por falla de motor?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""hora"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
¿cuáles son los talleres con más cuánto se ha facturado?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cuáles lideran en calificación media entre los mecánicos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cuál es el total por semana el último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""semana"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
Dame el ranking de talleres por número de?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo está el cuánto tarda en asignar de los cobros ?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""avg_asignacion"", ""group_by"": ""dia"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
¿qué comisión de la plataforma tienen los pagos en el último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""total_comisiones"", ""group_by"": ""estado"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
Los establecimientos con mayor qué tan bien calificados están?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Necesito ver los cobros del oeste el día de ayer?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ayer"", ""limit"": 10, ""visualization"": ""table""}"
Muéstrame la lista de auxiliares por problema de batería?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ayer"", ""limit"": 20, ""visualization"": ""table""}"
Mapa de calor de casos en junio?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""map""}"
¿qué causó el cambio en tiempo promedio para asignar del último mes?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""asignacion"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""text""}"
¿cuántos reportes registraron el día de ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
¿cuál es la razón del aumento de incidentes en 2026?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""text""}"
Dame el ranking de talleres por calificación media?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Muéstrame el tiempo promedio de asignación no clasificados hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""avg_asignacion"", ""group_by"": ""mes"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
Los talleres con mayor cuánto tarda en asignar?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {""zona"": ""este""}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Muéstrame el monto total el último año?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""sum_monto"", ""group_by"": ""semana"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
Cuéntame cuántos auxiliares ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
El facturación total de los técnicos de la semana pasada?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""total_ingresos"", ""group_by"": ""hora"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
¿dónde están los incidentes este?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""este""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
¿cuántas talleres hubo en 2026?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Necesito saber el tiempo medio de asignación por hora ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_asignacion"", ""group_by"": ""hora"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
Dame el listado de emergencias normales el día de ayer?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""prioridad"": ""MEDIA""}, ""time_range"": ""ayer"", ""limit"": 10, ""visualization"": ""table""}"
¿cuál es el total de ingresos por tipo en los últimos 3 meses?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""tipo_codigo"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
Top 20 talleres por problema de batería por porcentaje de rechazos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo va el qué tan bien calificados están pagados este mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {""estado"": ""PAGADO""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
¿por qué aumentaron los pagos el último mes?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""text""}"
¿en qué zonas hay más reportes ?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""map""}"
¿cuáles son los casos anulados con más tiempo promedio para asignar?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {""estado"": ""CANCELADO""}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Muéstrame el tiempo promedio de llegada por falla de motor en los últimos 3 meses?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_llegada"", ""group_by"": ""tipo_codigo"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
¿cuántos incidentes registraron durante el último mes?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
¿cuál es la cantidad de pagos del mes pasado?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
Compara el cuántos rechazan los servicios entre taller pedro y taller b?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Pedro"", ""taller B""], ""visualization"": ""bar""}"
¿cuál es la diferencia de total pagado entre taller lento y taller b?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Lento"", ""taller B""], ""visualization"": ""bar""}"
Dame el conteo de asignaciones hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
¿puedo ver los cobros de motor hoy?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""hoy"", ""limit"": 10, ""visualization"": ""table""}"
¿qué talleres del este en esta semana hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""este""}, ""time_range"": ""ultima_semana"", ""limit"": 20, ""visualization"": ""table""}"
¿en qué zonas hay más establecimientos ?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""map""}"
Dime el total de transacciones por falla de motor en el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
Dame el conteo de mecánicos norte el día de ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
Necesito ver los mecánicos ayer?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""limit"": 100, ""visualization"": ""table""}"
Los talleres con mayor velocidad de respuesta?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿en qué zonas hay más establecimientos oeste?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""map""}"
¿cuál es la evolución de cobros en la última semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""total_ingresos"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
El cuánto gana la plataforma de los talleres ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""hora"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
Los 5 incidentes mejor ganancias?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {""estado"": ""PENDIENTE""}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
El total pagado de los técnicos en el último año?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""sum_monto"", ""group_by"": ""hora"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
¿cómo evolucionó el tiempo promedio de llegada de los incidentes del último año?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_llegada"", ""group_by"": ""time"", ""filters"": {""estado"": ""FINALIZADO""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿cómo ha cambiado el tiempo promedio de llegada del último mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""avg_llegada"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
¿qué pagos ayer hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""limit"": 100, ""visualization"": ""table""}"
Dame el conteo de pagos el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
¿cuántos talleres por falla de motor la última semana?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultima_semana"", ""visualization"": ""kpi_card""}"
Dime el tiempo promedio de llegada de los transacciones?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""estado"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
Muéstrame el cuánto tardan en llegar en esta semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""avg_llegada"", ""group_by"": ""semana"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
¿qué causó el cambio en razón de rechazo en 2025?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""asignacion"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""text""}"
Comparativa de calificación media entre taller pedro y taller c?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Pedro"", ""taller C""], ""visualization"": ""bar""}"
El total de los pagos en la última semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""hora"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
¿cuántas servicios asignados hubo en el último mes?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
¿cómo está el velocidad de respuesta de los talleres ?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""tipo_codigo"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
Dime el total de cobros no clasificados del último trimestre?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""kpi_card""}"
Gráfico de líneas de incidentes en 2026?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿qué qué tan bien calificados están se registra por día en la última semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""dia"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
Muéstrame todos los reportes en espera?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""estado"": ""PENDIENTE""}, ""time_range"": ""ultima_semana"", ""limit"": 100, ""visualization"": ""table""}"
Lista los reportes de batería descargada esta semana?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultima_semana"", ""limit"": 100, ""visualization"": ""table""}"
Dame el ranking de técnicos por total pagado?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿qué tiempo promedio para asignar se registra cada semana el último año?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_asignacion"", ""group_by"": ""semana"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
¿cuál es la diferencia de facturación total entre taller norte y taller c?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Norte"", ""taller C""], ""visualization"": ""bar""}"
¿en qué zonas hay más talleres por falla de motor?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""map""}"
Evolución temporal de casos cancelados?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""time"", ""filters"": {""estado"": ""CANCELADO""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Explica el comportamiento de pagos el día de ayer?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""text""}"
¿cuántos servicios asignados del norte en el último año?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Dibuja los incidentes oeste en un mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""map""}"
Calcula el tiempo promedio de respuesta de auxiliares el día de hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_llegada"", ""group_by"": ""hora"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
Necesito saber el cuántos rechazan por zona en mayo?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
Necesito saber el comisión de la plataforma por hora en el último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""hora"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
Dibuja los incidentes con flat tire en un mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""map""}"
Necesito saber el número de auxiliares por pinchazo hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
¿quiénes son los mejores reportes en calificación promedio?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Tendencia de emergencias otros en el tiempo?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
¿cómo va el tiempo promedio de asignación otros este mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""avg_asignacion"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
¿puedo ver los pagos de accidente de la semana pasada?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultima_semana"", ""limit"": 50, ""visualization"": ""table""}"
¿cuántos talleres en 2026?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Mapa de incidentes zona oeste?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""hoy"", ""visualization"": ""map""}"
